l1 [mm],l1_up [mm],l2 [mm],l2_up [mm],W [mm],W_up [mm],Freq [GHz],cang_deg(S(FloquetPort1:1,FloquetPort1:1)) [deg]
6,6,6,6,2,2,9,162.3468831
6,6,6,6,2,2,9.5,137.578954
6,6,6,6,2,2,10,109.677766
6,6,6,6,2,2,10.5,79.0708377
6,6,6,6,2,2,11,47.44975314
6,6,6,6,2,4,9,162.6650164
6,6,6,6,2,4,9.5,137.3383653
6,6,6,6,2,4,10,108.2103891
6,6,6,6,2,4,10.5,75.85923993
6,6,6,6,2,4,11,42.47197578
6,6,6,6,2,6,9,162.3286322
6,6,6,6,2,6,9.5,134.8539676
6,6,6,6,2,6,10,100.9141633
6,6,6,6,2,6,10.5,61.3004652
6,6,6,6,2,6,11,20.82219122
6,10,6,6,2,2,9,161.5276914
6,10,6,6,2,2,9.5,136.2817276
6,10,6,6,2,2,10,107.5725053
6,10,6,6,2,2,10.5,75.97586524
6,10,6,6,2,2,11,43.48963842
6,10,6,6,2,4,9,161.5415476
6,10,6,6,2,4,9.5,135.0779215
6,10,6,6,2,4,10,103.9130412
6,10,6,6,2,4,10.5,68.98961382
6,10,6,6,2,4,11,33.55096154
6,10,6,6,2,6,9,161.3794273
6,10,6,6,2,6,9.5,131.5257009
6,10,6,6,2,6,10,92.60921309
6,10,6,6,2,6,10.5,46.84311468
6,10,6,6,2,6,11,3.071065399
6,14,6,6,2,2,9,162.5326774
6,14,6,6,2,2,9.5,138.0816052
6,14,6,6,2,2,10,110.8387407
6,14,6,6,2,2,10.5,81.27153388
6,14,6,6,2,2,11,50.86269708
6,14,6,6,2,4,9,161.4357929
6,14,6,6,2,4,9.5,134.7138014
6,14,6,6,2,4,10,103.0867166
6,14,6,6,2,4,10.5,67.62490212
6,14,6,6,2,4,11,31.84085151
6,14,6,6,2,6,9,160.8729147
6,14,6,6,2,6,9.5,129.4046794
6,14,6,6,2,6,10,86.97171433
6,14,6,6,2,6,10.5,37.19079442
6,14,6,6,2,6,11,-7.988826048
6,6,6,10,2,2,9,160.6128252
6,6,6,10,2,2,9.5,118.2049763
6,6,6,10,2,2,10,34.01748297
6,6,6,10,2,2,10.5,-57.36739518
6,6,6,10,2,2,11,-104.6981765
6,6,6,10,2,4,9,160.5968706
6,6,6,10,2,4,9.5,121.3608584
6,6,6,10,2,4,10,52.22879439
6,6,6,10,2,4,10.5,-28.87055496
6,6,6,10,2,4,11,-79.82369645
6,6,6,10,2,6,9,160.6082842
6,6,6,10,2,6,9.5,121.2088975
6,6,6,10,2,6,10,53.1817526
6,6,6,10,2,6,10.5,-24.73659819
6,6,6,10,2,6,11,-74.11234142
6,10,6,10,2,2,9,160.3079473
6,10,6,10,2,2,9.5,117.7703259
6,10,6,10,2,2,10,33.64015612
6,10,6,10,2,2,10.5,-57.88349311
6,10,6,10,2,2,11,-105.7106592
6,10,6,10,2,4,9,160.6434668
6,10,6,10,2,4,9.5,122.2682666
6,10,6,10,2,4,10,57.58836537
6,10,6,10,2,4,10.5,-18.49406775
6,10,6,10,2,4,11,-69.3939131
